Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Not Required,"To be considered for admission to an associate or bachelor’s degree program, you need to have a high school diploma with a GPA of 2.0 or higher or an equivalent (GED, for example).",Not Required,True,False,False,False,False,,,program,Associate's Degree in Accounting,https://post.edu/blog/dropdowns/associates-degree/,,
,,,,,,,,,,,error,Bachelor's Degree in Accounting,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply for an undergraduate program, you will need to submit a completed admissions application and a high school transcript or GED. For transfer students, official college transcripts from any previously attended institutions are also required.",Not Required,True,False,True,False,False,,,program,Bachelor's Degree in Biology,https://post.edu/blog/post-university-educational-opportunities-in-online-biology/,,
Not Required,Optional,"To apply for an undergraduate program at Post, you must: Complete an online application. Submit an official high school transcript or GED score report. We also accept college transcripts for any credits you may have earned.",Not Required,True,False,False,False,False,,,program,Associate's Degree in Business,https://en.wikipedia.org/wiki/Academic,,
Not Required,Not Required,"To apply for an undergraduate degree program at Post, you must: Complete the application. Submit your official high school transcript or equivalent (GED). If you have fewer than 12 college credits, you must also submit an official high school transcript or equivalent. Submit official transcripts from all previously attended colleges and universities. Complete the Free Application for Federal Student Aid (FAFSA).",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Business,https://en.wikipedia.org/wiki/Academic,,
,,,,False,False,False,False,False,,,program,Bachelor's Degree in Child Care and Support Services Management,https://en.wikipedia.org/wiki/Academic,,
Not Required,Not Required,"To apply for our on-campus or online undergraduate programs, we just need a completed application, and your high school transcripts or GED scores.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Child Development,https://en.wikipedia.org/wiki/Academic,,
Not Required,Not Required,"To apply for an undergraduate certificate or degree program, you must: Have a high school diploma with a GPA of 2.0 or higher or a recognized equivalent such as a GED. If you have fewer than 12 college credits from a regionally accredited institution, we will require your high school transcripts. If you have 12 or more credits, we will only require your college transcripts.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Communications,https://en.wikipedia.org/wiki/Academic,,
,,"At Post University, we have a simple, rolling admissions process. All we require is an application and your official transcripts.",,True,False,False,False,False,,,program,Bachelor's Degree in Computer and Information Sciences,https://post.edu/academics/undergraduate-degrees-certificates/bachelor-degree-in-computer-information-systems/,,
,,,,,,,,,,,error,Bachelor's Degree in Counseling Psychology,https://post.edu/student-services/academic-affairs/university-catalog/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Associate's Degree in Criminal Justice and Safety Studies,https://online.lsu.edu/online-degree-programs/associates/associate-science-criminal-justice/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply for undergraduate admission, we require your completed application and proof of high school graduation—either in the form of your official high school transcripts, a GED, or a state-approved high school equivalency exam.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Criminal Justice and Safety Studies,https://en.wikipedia.org/wiki/Academic,,
,,,,False,False,False,False,False,,,program,Bachelor's Degree in Crisis/Emergency/Disaster Management,https://en.wikipedia.org/wiki/Academic,,
,,,,,,,,,,,error,Bachelor's Degree in Data Science,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor's Degree in Education,https://post.edu/academics/undergraduate-degrees-certificates/bachelor-degree-in-child-studies/,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,False,False,False,False,False,,,program,Bachelor's Degree in Educational/Instructional Technology,https://en.wikipedia.org/wiki/Academic,,
Not Required,Not Required,"To apply for admission to the B.S. in Equine Studies degree program at Post University, you need to: Submit your application; Provide your official high school transcript or GED; Complete a FAFSA.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Equine Studies,https://post.edu/blog/first-ever-online-bachelor-of-science-in-equine-studies-program/,,
,,"To be accepted into Post University as a first-time freshman, you must have a high school diploma with a 2.0 cumulative GPA (on a 4.0 scale) or a passing score on the General Education Development (GED) test. SAT/ACT scores are not required for admission.",,True,True,False,False,False,,,program,Bachelor's Degree in Finance,https://en.wikipedia.org/wiki/Academic,,
Not Required,Not Required,"To apply for an undergraduate degree program at Post University, you will need to complete our free online application and send us your official high school transcripts or GED scores.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Health/Health Care Administration/Management,https://en.wikipedia.org/wiki/Academic,,
,,,,,,,,,,,error,Bachelor's Degree in Higher Education/Higher Education Administration,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,False,False,False,False,False,,,program,Bachelor's Degree in Homeland Security and Disaster Management,https://en.wikipedia.org/wiki/Academic,,
,,"Complete our free online application. Submit proof of high school graduation. This can be your official high school transcript, GED, or state-certified equivalent. Submit your official college transcripts from all previously attended schools.",,True,False,False,False,False,,,program,Bachelor's Degree in Human Resources,https://post.edu/blog/6-ways-technology-is-changing-the-face-of-human-resources/,,
,,,,,,,,,,,error,Bachelor's Degree in Human Services,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply, applicants must complete an Application for Admission and provide proof of high school graduation. Official high school transcripts or official GED scores will be required prior to the start of classes. If an applicant has earned college credits, they may send unofficial transcripts for an admissions decision and an unofficial transfer credit evaluation.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Information Science,https://en.wikipedia.org/wiki/Academic,,
,,,,,,,,,,,error,Associate's Degree in Legal Studies,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply, simply: Submit your online application. It’s free! Request that your official high school transcripts or GED scores be sent to Post.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Legal Studies,https://en.wikipedia.org/wiki/Academic,,
,,,,,,,,,,,error,Bachelor's Degree in Management Science,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply, prospective students must complete the online application and submit official high school transcripts or GED scores. Transfer students must also submit official transcripts from all previously attended colleges.",Not Required,True,False,False,False,False,,,program,Associate's Degree in Marketing,https://en.wikipedia.org/wiki/Academic,,
,,,,,,,,,,,error,Bachelor's Degree in Marketing,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"The undergraduate admissions process at Post University is simple: Complete our free online application. Request that your official high school transcripts or GED scores be sent to Post University. If you have college credits, please also request that your official college transcripts be sent to us for a free transfer credit evaluation. Fill out your FAFSA.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Mental Health Counseling/Counselor,https://post.edu/financial-aid/tuition-fees/online/,,
Not Required,Not Required,"Hold an active, unencumbered RN license from any state or territory in the U.S. Have a diploma or associate degree in nursing from a state-approved or nationally accredited institution. Have a minimum GPA of 2.0.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Nursing Administration,https://en.wikipedia.org/wiki/Academic,,
,,,,True,False,False,False,False,,,program,"Bachelor's Degree in Parks, Recreation and Leisure Studies",https://en.wikipedia.org/wiki/Academic,,
,,,,,,,,,,,error,Bachelor's Degree in Psychology,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
Not Required,Not Required,"To apply, you will need to complete the online application and submit your official high school transcripts or equivalent (GED). If you have completed any college credits, please submit those transcripts as well. Post University does not require an application essay, and for most students, will not ask for ACT or SAT scores.",Not Required,True,False,False,False,False,,,program,Bachelor's Degree in Public Administration,https://www.gcu.edu/degree-programs/bachelor-arts-government-public-administration,,
,,,,,,,,,,,error,Bachelor's Degree in Sport and Fitness Management,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
,,,,,,,,,,,error,Bachelor's Degree in Sports Studies,https://en.wikipedia.org/wiki/Academic,,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 12."
