Concentration name,description,program website url,Accreditation status,Program name,Program Page url,Level
,"The Master of Science in Information Technology (MSIT) program at WUST prepares students for a career in the IT industry. The program provides the knowledge and skills necessary to lead in the rapidly evolving field of information technology. Students will gain a deep understanding of core IT concepts, including software development, database management, computer networks, and cybersecurity. The MSIT program is designed for both experienced IT professionals seeking to advance their careers and for individuals with non-IT backgrounds who wish to transition into the IT field. The curriculum combines theoretical foundations with practical, hands-on experience, ensuring that graduates are well-equipped to meet the challenges of the modern workplace.
Program Objectives:
- Develop a comprehensive understanding of core IT principles and practices.
- Gain expertise in specialized areas of information technology through a selection of elective courses.
- Apply theoretical knowledge to solve real-world problems through hands-on projects and case studies.
- Enhance leadership and communication skills for effective management of IT projects and teams.
- Prepare for leadership roles in the IT industry, such as IT manager, project manager, or technology consultant.",https://www.wust.edu/graduate-program,,Master of Science in Information Technology,https://www.wust.edu/graduate-program,
IT Systems & Management,"The Master of Science in Information Technology (MSIT) with a concentration in IT Systems & Management program provides students with the advanced knowledge and skills necessary for the management of the complex IT systems used in business and industry. The program curriculum is designed to equip students with a deep technical foundation in areas such as IT systems, computer networks, and database management, coupled with advanced knowledge of managerial concepts such as project management, strategic planning, and quality assurance. Upon graduation, students will be able to take on leadership roles in the management, administration, and implementation of IT solutions in a wide range of organizations.",https://www.wust.edu/graduate-program,,Master of Science in Information Technology with a Concentration in IT Systems & Management,https://www.wust.edu/graduate-program,Master
Data Management & Analytics,"The concentration in Data Management & Analytics is designed to provide an in-depth understanding and hands-on experience in the growing field of Big Data. The concentration focuses on providing the breadth of skills in data management, data mining, data visualization, and cloud computing. The concentration offers courses such as Database Systems, Data Warehousing, Data Mining, Cloud Computing, Data Visualization, and Applied Data Science. Students in the concentration gain knowledge and skills to successfully design, develop, and manage large-scale data systems to support business intelligence and data analytics. Students are prepared for careers such as data analysts, data scientists, database developers, and data administrators.",https://www.wust.edu/graduate-program,,Master of Science in Information Technology with a Concentration in Data Management & Analytics,https://www.wust.edu/graduate-program,Master of Science
Software Design & Management,"The Software Design and Management (SDM) concentration is designed to provide students with a comprehensive understanding of the principles and practices of software design and management. This program focuses on developing the skills necessary to lead and manage software development projects, from initial concept to final deployment. Students will learn about software architecture, design patterns, project management methodologies, and quality assurance techniques. The curriculum covers a wide range of topics, including object-oriented design, agile development, software testing, and user experience (UX) design. Graduates of this program will be well-prepared for careers as software architects, project managers, development leads, and other leadership roles in the software development industry.",https://www.wust.edu/graduate-program,,Master of Science in Information Technology with a Concentration in Software Design & Management,https://www.wust.edu/graduate-program,Master of Science
,"The Master of Science in Cybersecurity degree program is designed to provide students with the knowledge and skills of cybersecurity. The program will prepare them for professional careers in the cybersecurity industry and government sectors that require highly-skilled cybersecurity professionals. Students will learn the fundamental concepts of cybersecurity, such as cryptography, network security, and computer forensics. Students will also learn how to protect computer systems and networks from cyber-attacks. The program curriculum is designed to provide students with the necessary knowledge and skills to be successful in the cybersecurity field.",https://www.wust.edu/graduate-program,,Master of Science in Cybersecurity,https://www.wust.edu/graduate-program,Master of Science
,,,,Master of Business Administration,https://www.lamar.edu/business/management-marketing-and-general-business/master-of-business-administration/,
Leadership and Management,"The Master of Business Administration (MBA) program at WUST is designed to provide students with the knowledge and skills necessary to become successful leaders and managers in today’s global business environment. The program provides a comprehensive curriculum that integrates various business disciplines, including accounting, finance, marketing, operations, and strategy, to provide a holistic understanding of the business world.

The MBA program at WUST emphasizes the development of critical thinking, problem-solving, and leadership skills. Students will learn how to analyze complex business situations, make strategic decisions, and lead teams effectively. The program also provides opportunities for students to apply their knowledge and skills through real-world case studies, simulations, and projects.

One of the unique features of the MBA program at WUST is its focus on global business. The program provides students with a deep understanding of the challenges and opportunities of conducting business in a globalized world. The curriculum includes courses that cover international business, cross-cultural management, and global marketing, among others. Students will also have the opportunity to interact with a diverse student body from different parts of the world, which will enrich their learning experience.",https://www.wust.edu/graduate-program,,Master of Business Administration with a Concentration in Leadership and Management,https://www.wust.edu/graduate-program,MBA
Accounting & Finance,"The Master of Business Administration (MBA) program at WUST prepares students for leadership roles in the global business environment. Our curriculum emphasizes strategic thinking, critical analysis, and the application of business principles to real-world challenges. Students will gain a comprehensive understanding of core business functions, including finance, marketing, operations, and management, while also having the opportunity to specialize in a specific area of interest. Through a blend of rigorous coursework, case studies, and experiential learning opportunities, our MBA program equips graduates with the skills and knowledge needed to succeed in a dynamic and competitive marketplace. Our MBA degree program will help our students to: Develop a comprehensive understanding of business principles and practices. Cultivate critical thinking, problem-solving, and decision-making skills. Enhance their leadership and communication abilities. Build a strong professional network. Advance their careers in a variety of industries.",https://www.wust.edu/mba,The Master of Business Administration (MBA) degree programs at WUST are accredited by the International Accreditation Council for Business Education (IACBE).,Master of Business Administration with a Concentration in Accounting & Finance,https://www.wust.edu/mba,MBA
Information Technology,"The Master of Business Administration (MBA) program at Washington University of Science and Technology provides a robust foundation in core business disciplines, including accounting, finance, management, and marketing. Designed for aspiring business leaders, the program emphasizes practical skills and strategic thinking to navigate the complexities of the global business environment. Through a blend of rigorous coursework, case studies, and collaborative projects, students develop the analytical and leadership abilities necessary to drive innovation and achieve organizational success. The curriculum is structured to be flexible, catering to both full-time students and working professionals, and offers various concentrations to allow for specialized career paths. Our faculty, composed of experienced academics and industry practitioners, is dedicated to mentoring students and fostering an environment of intellectual curiosity and professional growth. Graduates of the WUST MBA program are equipped with the knowledge and network to excel in a variety of industries and leadership roles.",https://www.wust.edu/academics/school-of-business/master-of-business-administration-mba/,The Master of Business Administration and the Bachelor of Science in Business Administration programs at Washington University of Science and Technology are accredited by the Accreditation Council for Business Schools and Programs (ACBSP).,Master of Business Administration with a Concentration in Information Technology,https://www.jcu.edu.au/courses/master-of-information-technology-master-of-business-administration,
Health Care Management,"The Master of Business Administration (MBA) degree is an internationally recognized credential for a successful career in business and management. WUST’s MBA program is a 36-credit program that prepares students with the knowledge, skills, and values to become business leaders. The program emphasizes global and cross-cultural decision-making to address business challenges and opportunities. Students are exposed to a comprehensive business curriculum that addresses all functional business areas within a technology-driven global context. The program also stresses professional communication, ethics, leadership and teamwork.
The MBA with a Concentration in Health Care Management provides a unique opportunity to combine the comprehensive MBA curriculum with a focus on business challenges and opportunities within the health care industry. Students in the Health Care Management concentration explore the-structure, history, policy, economics, finance and strategy of the US health care delivery system. Students will develop skills in data analytics and evidence-based decision making as they critically evaluate new business models, payment structures and incentives in health care. In addition, they will explore the role of technology and innovation in improving health care quality and efficiency. A key emphasis of the program is to provide students with the business knowledge and problem-solving skills to manage effectively within the complexity of the US health care system.",https://www.wust.edu/graduate-program,WUST is accredited by the Accrediting Commission of Career Schools and Colleges (ACCSC).,Master of Business Administration with a Concentration in Health Care Management,https://www.wust.edu/graduate-program,Masters
Human Resources Management,"The Master of Business Administration (MBA) degree program at WUST is designed to provide students with the knowledge and skills necessary for success in business administration and management. The program provides a traditional MBA curriculum with a focus on practical application in a dynamic, technology-driven, global business environment. Students will be required to demonstrate leadership, technological proficiency, and an advanced capacity for business analysis and problem-solving through the curriculum. In the MBA program at WUST, students will gain both core knowledge of business and in-depth knowledge in their selected concentration. Students will also learn to integrate knowledge from various business disciplines in a real-world context.

The Human Resources Management concentration is designed for students who seek to build or accelerate a career in human resource management. In the present rapidly changing business environment, human resource management functions have become more complex and strategic. The courses in this concentration focus on both strategic and operational aspects of human resources. Students are exposed to various advanced topics in human resource management. This program is for HR professionals to stay current as well as for those who would like to establish a career in the field.",https://www.wust.edu/graduate-program,Washington University of Science and Technology is certified to operate by the State Council of Higher Education for Virginia (SCHEV) and accredited by the Accrediting Council for Independent Colleges and Schools (ACICS).,Master of Business Administration with a Concentration in Human Resources Management,https://www.wust.edu/graduate-program,Masters
Project Management,"The Master of Business Administration (MBA) program at WUST is designed to provide students with the knowledge and skills necessary to become successful managers and leaders in the business world. The program provides a comprehensive curriculum that covers all the major functional areas of business, including accounting, finance, marketing, management, and operations. Students will also have the opportunity to specialize in one of the following areas: Business Analytics, Project Management, Cloud Computing, or Information Technology.",https://www.wust.edu/graduate-program,The Master of Business Administration program at Washington University of Science and Technology is accredited by the Accreditation Council for Business Schools and Programs (ACBSP).,Master of Business Administration with a Concentration in Project Management,https://www.wust.edu/graduate-program,Master of Business Administration
